room,level,num_players,num_mobs_killed,num_towers_killed,num_minibosses_killed,num_bosses_killed,num_clicks,num_abilities_activated,num_players_reaching_milestone_level,num_ability_items_activated,num_active_players,time_simulating,time_saving
48520,10433148,1500,6173,2067,444,74,16518567,366081,1500,1601052,1308,9.6575907564684,44.475314169079
48293,9274599,1500,46320,15492,3822,636,15063568,2830283,1500,2420639,947,1.3755784299943,52.178256909791
48275,6437399,1500,61860,20691,5232,871,18383906,3272041,1500,2054392,858,2.7600115641564,71.243206724557
48271,5843558,1500,81151,27138,7050,1175,16575946,3198873,1499,1702458,671,6.8175643880163,53.113553700456
48272,3575472,1500,70446,23565,6360,1060,25716702,3326648,1500,1352164,671,5.6103959433864,35.603204037119
48581,3293135,1500,1051,349,120,20,12780838,149930,1500,398317,1320,2.8405001504402,15.673915149536
48273,3091529,1500,46252,15462,3846,640,12903836,2033322,1500,1048809,669,8.1917958280868,99.889707086841
48294,2668969,1500,56677,18954,4662,776,13883787,2066780,1429,1046450,683,22.629034306882,86.280871268759
48274,2492079,1500,69972,23397,6114,1018,18099467,2001222,1500,1236542,612,17.452547980037,138.70060354569
48296,1340346,1500,70691,23640,6084,1014,10281525,1798650,1170,842618,538,2.7238562261075,59.978921131546
48297,1247659,1500,82179,27483,7602,1266,9534186,2102917,1152,973485,618,7.8613842058836,94.545506388239
48376,1186174,1500,72590,24269,6384,1064,5389958,629389,1050,490659,277,0.98618666814862,137.13732354709
48403,1093089,1500,21576,7218,2016,335,6669582,962045,1163,537388,602,1.8429655250837,67.394913889471
48295,954580,1500,52348,17513,4704,784,7701914,1677351,1311,903209,540,7.6983910987151,52.101811181045
48237,816956,1500,137468,45981,12018,2003,6104310,933017,1094,809352,209,3.6901462355128,508.25808514499
48404,815334,1500,49891,16694,4458,743,7098411,893846,1111,503699,462,2.1454646054078,60.710302337927
48140,464682,1500,201987,67565,16752,2792,4974421,621068,994,542337,162,2.2548758617656,244.57365625993
48595,410870,1500,1500,502,132,22,1886154,117609,1500,168387,1254,2.7925339411501,78.178316635682
48171,387319,1500,182996,61209,15574,2595,4288219,628858,999,514270,142,4.1373942062926,239.09605342785
48208,379089,1500,185171,61932,15564,2593,4674558,592910,1010,576547,173,3.3444885898311,466.9529095906
48179,375969,1500,145757,48750,12390,2064,3774708,467865,997,410545,122,3.1392229085749,269.83361960012
48175,326746,1500,167309,55958,13878,2313,4064434,546558,1012,457732,137,1.5650719118866,249.62665061793
48173,321499,1500,82844,27705,6834,1138,4407219,425456,995,342403,159,3.4881591221588,633.73289751821
48196,319286,1500,153241,51241,13032,2172,4106495,426610,1028,426835,141,7.6248110837567,135.61019997295
48241,310440,1500,206433,69032,17118,2853,4585685,691511,989,577352,126,4.0899011849928,433.59002989183
48151,301209,1500,148088,49524,12336,2055,3743142,495441,1003,448353,141,5.049127290434,177.07650091719
48159,267929,1499,123276,41223,10656,1775,4440120,366143,1008,344004,143,3.9232775485574,341.41194169015
48261,262970,1500,44343,14832,3744,624,4028140,250547,981,237410,104,3.6782172549847,230.44708924562
48213,252509,1500,158448,53001,13032,2171,3949582,504482,1006,391677,140,0.53444715099755,238.45072288466
48380,250145,1500,20776,6947,1650,275,4711005,214472,1019,149148,209,6.9565858862639,128.59675709238
48189,212639,1500,193647,64773,15864,2643,3273251,569140,1003,434819,144,2.8969237350787,398.62839023909
48264,199959,1500,115394,38586,9588,1597,3670513,329584,996,304027,133,4.6032253897626,348.62984208265
48144,197799,1500,96238,32190,8454,1408,3894033,296789,1004,241154,123,4.3942787771274,183.74784273461
48230,188999,1500,131626,44025,11112,1851,3627038,346373,1016,319255,145,7.0136487473881,344.2957831395
48233,177872,1500,81447,27234,6888,1148,3544523,271535,980,222803,128,2.4014391463447,137.84050485005
48224,148304,1500,64025,21413,4986,831,3817821,268313,990,273620,97,1.1279910873214,166.83164509733
48190,139847,1500,39525,13213,2958,493,3156034,195534,993,194094,107,1.4718479662299,148.6597384892
48157,134870,1500,148536,49679,12186,2031,3371162,401927,1012,295934,113,5.5673344172566,318.95445178854
48220,120846,1472,64900,21708,5256,876,3154470,224327,1012,201912,138,2.4428142312191,229.12586812853
48174,116559,1500,101090,33801,8897,1482,3202053,224277,1003,219754,137,0.84747886749206,178.62071808174
48141,115583,1264,19002,6360,1716,286,2768375,109086,984,106662,101,3.2984585858095,117.10705219432
48221,84392,1252,42920,14351,3540,590,2572056,144097,996,140936,92,11.114007702021,75.577918663553
48186,80348,1470,50658,16946,4122,687,3528331,196167,999,178691,141,2.6972681420605,292.29669424052
48178,77642,1262,47466,15870,3996,666,2912211,155353,1006,150207,98,6.8405726858223,178.16309094506
48218,71786,1499,61157,20452,5160,860,2596772,166299,982,163029,98,1.3721324836751,134.80550073472
48263,68792,1291,24197,8093,2022,337,2826509,95610,995,107177,98,5.1059669547291,68.791612757709
