room,level,num_players
37559,1092,1500
37558,1072,1500
37651,890,1500
37584,767,1500
37561,734,1500
37569,679,1500
37645,669,1500
37554,644,1500
37560,627,1500
37556,620,1500
37578,587,1500
37552,575,1500
37555,569,1500
37567,561,1500
37671,560,1500
37562,529,1500
37557,528,1500
37572,519,1476
37574,515,1500
37581,509,1500
37586,505,1416
37580,501,1385
37568,493,1362
37583,489,1327
37573,486,1290
37600,479,1232
37601,479,1178
37553,474,1499
37575,470,1430
37587,468,1302
37565,459,1300
37582,457,1251
37579,457,1203
37621,448,1138
37563,438,1420
37576,436,1319
37603,426,1181
37585,425,1220
37602,420,1152
37593,411,1172
37566,396,1221
37613,390,1134
37564,389,1077
37607,382,1093
37608,380,1140
37589,379,1221
37611,379,1082
37597,365,1165
37606,363,1139
37571,360,1072
37588,359,1143
37599,359,1122
37623,356,1109
37646,355,1129
37570,351,1112
37609,349,1118
37596,345,1118
37592,344,1056
37639,344,1089
37590,340,1088
37595,335,1069
37631,329,1091
37617,329,1104
37594,329,1095
37622,329,1137
37610,329,1104
37604,327,1091
37618,326,1069
37616,325,1068
37605,324,1121
37615,322,1151
37577,317,1122
37620,315,1144
37614,315,1136
37598,312,1152
37619,309,1111
37777,304,1500
37625,303,1139
37637,299,1053
37657,299,1047
37681,297,1068
37658,296,1062
37612,294,1091
37654,291,1074
37638,289,1099
37624,286,1073
37636,285,1056
37647,284,1071
37652,279,1052
37648,278,1048
37649,278,1080
37655,277,1057
37634,272,1057
37627,269,1154
37633,269,1066
37667,266,1040
37591,264,1047
37687,261,1084
37630,260,1061
37693,259,1058
37706,259,1060
37650,258,1027
37632,258,1065
37644,258,1047
37656,257,1062
37690,255,1055
37626,254,1053
37643,253,1058
37629,253,1060
37641,251,1077
37695,251,1093
37642,249,1050
37665,248,1065
37707,244,1165
37683,244,1058
37673,243,1034
37688,243,1051
37661,240,1039
37694,239,1026
37659,238,1053
37635,237,1044
37685,236,1053
37628,233,1183
37668,232,1055
37640,229,1036
37653,228,1061
37672,228,1017
37670,226,1039
37692,226,1038
37678,225,1031
37684,225,1039
37663,225,1051
37686,221,1030
37675,220,1065
37696,220,1030
37679,219,1032
37697,219,1013
37660,215,1031
37682,214,1043
37700,212,1044
37691,210,1087
37712,208,1054
37728,208,1025
37717,208,1030
37666,207,1062
37705,206,1035
37726,206,1040
37664,206,1035
37721,203,1032
37723,202,1036
37703,201,1024
37674,201,1043
37669,201,1035
37699,201,1019
37731,200,1041
37676,197,1026
37701,197,1019
37719,197,1021
37708,196,1031
37662,193,1029
37704,192,1040
37714,191,1016
37738,190,1023
37725,187,1032
37677,184,1055
37698,183,1025
37730,183,1018
37722,179,1022
37729,179,1039
37702,179,1054
37753,178,1028
37742,177,1031
37739,177,1018
37680,177,1048
37735,176,1025
37689,174,1033
37718,174,1010
37713,173,1021
37727,173,1030
37709,171,1021
37759,170,1025
37741,169,1030
37749,166,1027
37711,166,1039
37716,165,1039
37715,163,1011
37724,163,1005
37745,162,1037
37748,162,1015
37754,162,1022
37766,161,1036
37710,159,1006
37747,159,1038
37746,159,1027
37755,158,1073
37733,158,1016
37762,157,1017
37764,157,1033
37767,157,1029
37761,156,1025
37763,156,1018
37737,155,1021
37740,154,1005
37768,154,1004
37765,154,1013
37757,153,1006
37756,150,1016
37758,150,1012
37794,149,1020
37776,148,1009
37736,148,1016
37786,148,1005
37732,148,1013
37783,147,1001
37744,144,1025
37720,144,1020
37775,143,1003
37734,141,1029
37743,141,1028
37752,140,1044
37751,140,1030
37774,139,996
37750,137,1007
37789,137,1010
37778,137,1037
37773,135,1019
37803,135,1016
37784,133,984
37795,133,1032
37788,132,1001
37790,132,1000
37760,132,1035
37782,132,999
37798,129,996
37793,125,1000
37801,122,1037
37771,122,1035
37819,121,1004
37772,121,1010
37797,120,1006
37800,120,1030
37799,119,1029
37779,119,1012
37810,119,1002
37781,117,1015
37769,117,1001
37770,116,1033
37792,116,1027
37791,115,1012
37780,114,996
37831,114,1022
37807,111,1012
37787,111,1000
37802,111,985
37814,110,1022
37812,110,1000
37811,109,1012
37785,109,1012
37835,108,1021
37837,108,1014
37796,107,988
37817,107,1006
37804,106,1005
37826,105,1022
37834,102,998
37809,101,995
37824,101,1006
37827,100,1008
37838,99,993
37808,97,992
37820,97,1001
37816,97,1022
37830,96,999
37839,96,1011
37822,95,992
37821,94,1020
37864,94,1009
37833,94,1003
37829,93,1006
37813,93,989
37847,93,992
37815,92,1014
37843,92,1017
37867,89,999
37825,89,1004
37818,89,1000
37806,89,1006
37823,89,1004
37848,87,989
37852,87,1020
37805,87,1018
37885,86,1272
37856,86,1017
37875,86,1048
37832,85,1009
37844,85,1017
37836,84,995
37828,83,986
37853,82,1027
37866,82,992
37846,82,995
37868,81,1011
37855,81,1000
37865,80,977
37857,80,999
37863,79,1011
37850,79,1019
37874,79,1009
37840,79,1020
37870,79,1018
37851,78,995
37841,78,994
37873,78,998
37862,78,1000
37860,77,1011
37871,76,993
37849,76,1003
37842,75,1005
37872,74,993
37854,74,1006
37845,73,1002
37861,72,1028
37869,71,996
37858,69,1001
37859,68,1017
