room,level,num_players
37886,65,995
37903,60,1004
37883,60,992
37902,59,1001
37897,58,1015
37876,58,991
37882,58,1005
37887,57,1002
37907,57,1004
37884,56,996
37899,56,997
37891,55,1000
37906,55,994
37898,55,1001
37892,54,1001
37896,54,1000
37881,52,1006
37879,51,995
37880,51,1003
37889,50,1002
37893,49,1003
37910,49,996
37911,49,996
37909,49,986
37877,48,1004
37901,48,1017
37905,47,995
37888,47,1011
37878,47,990
37900,46,998
37904,42,1010
37908,41,1009
37895,41,1002
37894,39,991
37890,38,998
37922,27,1006
37920,24,991
37943,21,1006
37912,21,994
37923,21,997
37939,20,999
37925,19,998
37918,19,1000
37938,19,1012
37919,19,1003
37916,18,997
37927,18,1000
37917,17,1001
37935,16,992
37921,16,1001
37934,14,1001
37929,13,999
37933,13,999
37946,13,993
37942,13,1004
37945,12,1000
37932,11,996
37915,11,992
37937,10,990
37928,10,997
37936,9,1004
37947,9,992
37913,9,1001
37931,7,994
37914,6,997
37941,5,1003
37930,4,1005
37940,3,999
37944,3,1001
37924,3,993
37926,2,994
37966,0,222
37964,0,455
37983,0,376
37967,0,285
37961,0,543
37977,0,278
37975,0,771
37980,0,204
37982,0,499
37957,0,630
37959,0,757
37948,0,772
37955,0,692
37954,0,715
37981,0,512
37960,0,213
37953,0,605
37949,0,363
37956,0,859
37978,0,639
37968,0,417
37962,0,168
37950,0,256
37958,0,884
37951,0,474
37974,0,777
37963,0,694
37976,0,191
37965,0,514
37973,0,448
37970,0,571
37979,0,607
37972,0,357
37969,0,487
37952,0,600
37971,0,566
