room,level,num_players
37558,500,1500
37559,499,1500
37584,319,1500
37561,317,1500
37554,267,1500
37651,265,1500
37569,263,1500
37556,237,1500
37560,233,1241
37552,229,1310
37581,226,1289
37557,220,1144
37578,220,1223
37562,220,1255
37567,215,1278
37586,215,1186
37555,214,1122
37573,213,1125
37583,209,1129
37565,209,1175
37568,209,1157
37575,207,1234
37645,207,1500
37572,206,1204
37580,204,1155
37574,202,1191
37587,201,1151
37600,200,1102
37553,199,1224
37576,198,1190
37563,197,1279
37582,194,1123
37579,193,1098
37601,185,1056
37585,180,1106
37603,180,1078
37621,177,1047
37602,174,1076
37613,164,1050
37593,164,1068
37611,161,1026
37564,159,1024
37597,158,1073
37606,157,1081
37609,155,1057
37607,155,1049
37566,155,1090
37590,150,1023
37588,149,1047
37623,149,1048
37608,149,1049
37589,148,1103
37598,146,1061
37571,145,1039
37592,143,1003
37596,143,1047
37599,143,1017
37595,141,1024
37570,141,1041
37610,140,1049
37618,139,1022
37594,139,1024
37617,138,1061
37605,137,1033
37591,137,1015
37622,136,1048
37614,136,1082
37616,134,1012
37620,133,1064
37604,132,1026
37619,131,1050
37615,131,1090
37612,130,1025
37631,129,1028
37577,129,1056
37639,127,1028
37646,122,1027
37649,121,1040
37632,114,1013
37657,112,1004
37633,112,1018
37655,111,1013
37625,111,1051
37624,110,1010
37638,109,1023
37658,108,1015
37637,107,1011
37647,107,1012
37634,106,1017
37636,105,1013
37644,105,997
37627,105,1044
37648,104,993
37626,104,1015
37652,103,1002
37654,103,1014
37630,102,1026
37650,102,999
37653,102,1023
37641,101,1020
37629,101,1017
37656,99,1013
37659,99,1019
37640,99,1013
37628,96,1152
37643,95,1005
37671,93,1500
37687,91,1040
37642,91,1033
37635,89,997
37681,84,995
37667,81,986
37691,79,1018
37665,77,1007
37690,75,1008
37693,75,1011
37673,75,998
37683,74,1006
37668,74,1010
37661,73,1001
37695,71,1030
37682,71,1010
37670,70,1013
37686,70,992
37666,70,1015
37685,69,999
37676,69,993
37680,68,1008
37672,68,990
37663,67,1018
37660,67,993
37694,67,991
37674,65,1009
37692,65,990
37684,65,1001
37677,65,1005
37675,65,1013
37688,65,1007
37664,64,998
37679,63,992
37678,63,991
37669,62,1001
37662,62,998
37689,55,998
37723,48,1005
37703,40,984
37702,37,1020
37706,35,993
37722,35,994
37727,33,986
37717,32,994
37696,32,1000
37719,32,995
37704,31,1007
37712,31,996
37701,30,1005
37726,29,1005
37709,29,1001
37705,29,1007
37713,29,1004
37711,29,1004
37731,29,1002
37707,29,1063
37700,29,995
37730,28,986
37697,27,990
37729,27,1002
37716,26,1000
37718,25,998
37699,23,988
37725,22,1008
37714,21,989
37721,21,994
37728,21,1002
37698,21,997
37724,21,991
37708,21,1000
37715,19,991
37720,19,998
37710,17,985
37759,4,993
37766,0,796
37738,0,984
37740,0,956
37794,0,1
37773,0,1
37745,0,862
37781,0,1
37782,0,1
37789,0,0
37767,0,751
37769,0,1
37749,0,769
37784,0,1
37754,0,831
37795,0,207
37733,0,729
37779,0,0
37735,0,724
37790,0,1
37742,0,985
37774,0,1
37732,0,879
37762,0,812
37770,0,1
37793,0,1
37746,0,568
37776,0,0
37787,0,1
37786,0,1
37734,0,723
37758,0,950
37761,0,635
37750,0,651
37736,0,844
37792,0,1
37788,0,1
37755,0,825
37737,0,882
37765,0,892
37778,0,1
37791,0,1
37777,0,1
37751,0,558
37757,0,665
37756,0,658
37763,0,975
37752,0,771
37747,0,914
37775,0,72
37785,0,1
37744,0,691
37748,0,864
37780,0,0
37772,0,1
37739,0,997
37771,0,1
37743,0,792
37741,0,779
37753,0,877
37760,0,597
37768,0,1
37764,0,661
37783,0,1
