room,level,num_players,num_mobs_killed,num_towers_killed,num_minibosses_killed,num_bosses_killed,num_clicks,num_abilities_activated,num_players_reaching_milestone_level,num_ability_items_activated,num_active_players,time_simulating,time_saving
6059,2593,1472,21027,7005,1554,259,18446744071929369748,35309,1500,41354,142,2.9473260680466,84.530108725755
6058,1841,1453,15232,4972,1104,184,18446743391471546619,24761,1500,28761,83,3.5893473454868,63.737544289431
6033,1524,1479,12766,4118,912,152,18446744062076847065,22551,1500,23412,62,2.029677007492,61.001730127624
6060,1404,1457,11881,3792,840,140,21417351,21829,1358,22051,83,2.6614753647596,64.995543588494
6028,1350,1475,11450,3648,810,135,19551617,21290,1361,21946,74,2.5467074851054,65.110205474779
6067,1319,1453,11264,3564,791,132,19691006,20467,1500,20714,74,2.1062621923709,59.725802324141
6057,1300,1449,11124,3513,780,130,19480532,20673,1500,21164,79,1.9001994254714,64.084453416547
6068,1279,1471,11084,3456,763,128,22648604,19580,1392,20057,58,4.103184215383,73.562188811521
6110,1267,1478,10861,3423,756,126,17871721,21048,1305,20476,72,3.8561995547507,56.278462039535
5443,1252,1475,10767,3382,750,125,18446744060542999214,20346,1370,19932,64,5.0166582967471,61.121896926256
5694,1223,1447,10521,3303,732,122,18218161,19564,1328,19867,53,3.636613646712,58.211740179027
6017,1221,1455,10542,3299,732,122,17811112,19120,1348,19907,58,2.9846647298029,62.413352675492
6062,1194,1466,10346,3228,714,119,18149262,19163,1500,18694,52,2.418522171435,61.405076610031
6133,1168,1335,10147,3159,696,116,18446743873762735930,17162,1284,16777,49,2.400590830979,55.816956779112
6179,1165,1396,10150,3148,696,116,17440865,18067,1278,18379,47,2.4973334336949,54.729873495486
5732,1157,1483,10124,3129,690,115,17395413,18555,1378,18574,56,2.85186071057,59.09592534923
6108,1139,1426,9927,3078,680,113,15499571,18778,1291,18722,46,3.4077909934942,51.197461999005
6051,1135,1426,9840,3069,678,113,16513534,18626,1352,18360,51,5.784890207105,56.58619945227
5469,1125,1471,9858,3040,672,112,15965140,17937,1403,19406,59,2.596761197364,67.42788889967
6012,1123,1474,9765,3033,672,112,18446743792958192130,16818,1401,17512,73,7.0045813953496,60.453094890272
5847,1116,1409,9759,3018,666,111,15804855,16816,1311,17078,33,1.9024697399059,58.408859713849
6001,1086,1345,9490,2937,648,108,16210053,16634,1269,16096,53,4.1299951555436,50.311478672037
6014,1066,1378,9412,2883,636,106,16111486,16283,1298,16202,40,5.6156417728003,64.86804406981
6016,1060,1287,9322,2863,636,106,16565471,16142,1261,15309,47,10.193691212498,51.758074057947
