room,level,num_players
37558,422,1500
37559,416,1500
37561,255,1500
37584,255,1500
37554,208,1500
37569,203,1500
37556,193,1301
37560,193,1185
37581,189,1229
37552,187,1257
37557,185,1121
37562,183,1225
37578,179,1201
37586,179,1159
37573,179,1099
37565,178,1166
37555,177,1109
37583,176,1111
37567,175,1248
37572,175,1181
37575,175,1220
37568,175,1126
37574,172,1154
37587,170,1134
37553,170,1188
37651,169,1500
37580,168,1143
37563,167,1252
37576,166,1177
37600,162,1097
37579,159,1094
37582,159,1109
37601,152,1043
37585,150,1084
37602,145,1067
37621,144,1029
37603,142,1066
37645,139,1500
37613,137,1040
37593,134,1065
37611,133,1022
37607,130,1043
37609,129,1052
37597,129,1057
37606,129,1065
37590,127,1022
37564,126,1017
37566,125,1076
37608,124,1045
37588,123,1027
37598,123,1064
37589,121,1096
37623,120,1035
37571,120,1025
37596,119,1036
37599,117,1017
37592,117,1001
37570,117,1031
37618,116,1019
37595,116,1014
37594,116,1022
37605,115,1014
37591,115,1012
37610,115,1035
37617,113,1051
37614,112,1066
37622,112,1041
37620,112,1054
37615,110,1082
37616,110,1007
37604,109,1014
37619,109,1037
37612,109,1019
37577,105,1038
37639,101,1022
37631,98,1014
37649,93,1024
37646,93,1021
37655,89,1005
37632,89,1006
37633,89,1019
37638,86,1009
37625,86,1047
37658,84,1001
37657,82,991
37647,82,1011
37634,82,1017
37654,82,1010
37637,82,1007
37624,81,997
37627,80,1018
37626,80,1006
37650,79,997
37630,79,1019
37629,79,1014
37636,79,1006
37644,79,993
37648,78,993
37652,78,996
37659,78,1018
37653,78,1019
37641,78,1018
37640,77,1003
37656,75,1003
37628,75,1133
37643,74,999
37635,69,992
37642,69,1023
37687,62,1034
37667,54,979
37691,51,1003
37681,50,993
37668,49,1004
37665,48,1003
37673,48,990
37666,46,1005
37686,46,991
37690,45,1004
37682,45,1002
37661,45,1002
37671,44,1367
37670,44,1013
37683,44,1000
37676,44,985
37693,43,1004
37695,42,1020
37660,41,992
37672,40,984
37694,39,989
37675,39,1006
37680,39,1004
37664,39,992
37688,39,1006
37685,39,989
37677,39,1005
37663,38,1010
37684,38,999
37669,37,997
37692,37,988
37674,37,1002
37662,36,990
37678,35,990
37679,34,991
37689,30,996
37723,17,1002
37703,12,997
37722,8,990
37702,8,1006
37727,8,986
37704,7,1000
37706,7,988
37711,4,996
37719,4,992
37709,4,995
37713,4,992
37712,4,994
37701,4,1005
37696,4,1000
37717,4,1000
37729,3,994
37726,3,992
37700,3,997
37705,2,1002
37731,2,994
37730,2,985
37707,2,1007
37716,2,997
37718,2,996
37697,1,998
37746,0,0
37763,0,340
37748,0,205
37738,0,338
37747,0,230
37755,0,229
37767,0,139
37751,0,1
37766,0,174
37756,0,1
37758,0,325
37757,0,68
37760,0,1
37762,0,219
37764,0,15
37749,0,214
37740,0,336
37761,0,1
37752,0,136
37721,0,999
37754,0,170
37708,0,1000
37739,0,439
37733,0,120
37725,0,998
37724,0,992
37728,0,1001
37753,0,249
37699,0,995
37737,0,240
37710,0,953
37714,0,1000
37715,0,947
37720,0,984
37732,0,222
37734,0,99
37698,0,997
37765,0,215
37741,0,169
37742,0,297
37735,0,73
37743,0,175
37736,0,197
37745,0,218
37750,0,6
37759,0,632
37744,0,55
