room,level,num_players
37558,36,1500
37561,30,1035
37559,29,1500
37562,29,1084
37554,29,1050
37552,29,1061
37553,29,1059
37556,29,1044
37578,28,1090
37580,28,1047
37565,28,1034
37584,28,1084
37574,28,1023
37575,28,1054
37583,27,1032
37572,27,1075
37557,27,1050
37567,27,1077
37560,27,1038
37573,26,1007
37569,26,1103
37568,26,1038
37581,25,1055
37587,25,1028
37563,25,1086
37585,24,1029
37586,24,1047
37555,23,1029
37582,22,1039
37579,22,1028
37576,22,1071
37602,9,995
37600,8,1006
37606,7,1001
37595,4,989
37607,3,989
37614,2,1006
37593,2,994
37594,2,994
37613,2,990
37601,1,1003
37621,1,994
37597,1,1004
37592,1,989
37598,1,1003
37603,1,996
37596,1,1010
37577,0,1001
37608,0,1001
37619,0,995
37645,0,82
37654,0,63
37616,0,974
37591,0,998
37566,0,971
37636,0,1
37635,0,72
37641,0,73
37644,0,15
37657,0,157
37564,0,978
37658,0,68
37571,0,916
37589,0,1002
37611,0,989
37648,0,1
37650,0,220
37656,0,1
37605,0,991
37620,0,968
37626,0,29
37649,0,16
37639,0,161
37623,0,999
37622,0,999
37629,0,197
37609,0,998
37618,0,994
37630,0,183
37643,0,0
37638,0,0
37653,0,6
37637,0,143
37634,0,135
37651,0,1
37627,0,30
37640,0,25
37647,0,122
37615,0,962
37599,0,997
37659,0,2
37652,0,0
37612,0,982
37642,0,1
37570,0,957
37588,0,1000
37604,0,1001
37610,0,1001
37624,0,131
37655,0,132
37625,0,134
37628,0,143
37617,0,1000
37590,0,998
37631,0,381
37633,0,119
37632,0,166
37646,0,95
