room,level,num_players
37559,972,1500
37558,953,1500
37651,776,1500
37584,674,1500
37561,641,1500
37569,589,1500
37645,578,1500
37554,575,1500
37560,552,1499
37556,549,1500
37578,509,1500
37552,509,1500
37567,493,1500
37555,486,1500
37562,469,1500
37671,468,1500
37557,459,1360
37581,450,1500
37572,449,1396
37586,449,1361
37574,447,1469
37568,437,1329
37583,434,1300
37580,432,1337
37573,429,1254
37601,426,1149
37600,424,1199
37553,412,1438
37575,411,1384
37587,409,1269
37579,405,1178
37565,405,1268
37582,399,1223
37621,399,1122
37576,390,1303
37563,388,1382
37603,381,1156
37585,375,1208
37602,372,1134
37593,359,1162
37566,354,1204
37564,353,1069
37613,344,1122
37607,339,1087
37608,339,1123
37611,339,1075
37589,331,1195
37597,329,1151
37599,324,1108
37606,320,1132
37571,319,1068
37609,319,1113
37623,316,1096
37646,315,1106
37588,314,1122
37592,309,1048
37570,309,1095
37596,302,1102
37639,300,1076
37590,300,1076
37595,300,1054
37610,296,1092
37594,296,1075
37622,290,1127
37618,290,1057
37605,290,1107
37631,289,1077
37604,289,1076
37617,289,1096
37616,289,1059
37615,284,1136
37598,281,1126
37614,279,1127
37577,279,1112
37620,277,1133
37619,276,1095
37657,271,1037
37625,266,1126
37681,262,1059
37637,260,1044
37612,259,1075
37658,259,1045
37624,257,1054
37648,256,1041
37638,252,1079
37647,252,1061
37649,249,1067
37655,249,1045
37636,249,1048
37652,246,1048
37634,245,1048
37654,245,1063
37627,239,1139
37591,237,1039
37633,237,1048
37644,233,1039
37632,232,1059
37630,232,1049
37667,231,1032
37650,230,1017
37626,228,1050
37687,227,1083
37629,226,1051
37693,226,1049
37656,225,1053
37643,224,1043
37641,223,1063
37690,220,1047
37642,219,1046
37706,218,1047
37665,218,1056
37661,216,1032
37673,212,1030
37635,212,1034
37695,212,1077
37683,210,1043
37659,209,1047
37685,209,1037
37777,209,1500
37672,207,1012
37694,206,1012
37640,205,1033
37653,205,1061
37628,204,1175
37670,203,1031
37663,202,1038
37707,201,1154
37688,200,1047
37692,199,1027
37668,199,1045
37684,198,1026
37686,198,1023
37678,197,1024
37679,190,1024
37675,190,1062
37696,189,1026
37660,188,1024
37691,185,1068
37700,183,1033
37697,183,1009
37682,181,1041
37666,179,1046
37728,179,1016
37664,179,1026
37712,179,1047
37705,179,1025
37674,178,1040
37699,176,1022
37717,174,1022
37669,174,1025
37726,174,1033
37723,173,1034
37731,173,1042
37703,172,1013
37676,171,1022
37721,171,1026
37701,170,1007
37704,169,1034
37714,169,1008
37662,169,1029
37708,167,1022
37719,166,1012
37677,163,1042
37680,159,1047
37702,158,1042
37698,158,1023
37722,157,1014
37725,157,1030
37729,155,1035
37689,154,1021
37713,154,1016
37718,154,1007
37738,154,1023
37730,152,1018
37727,152,1026
37709,150,1015
37742,148,1025
37739,147,1010
37735,147,1017
37716,147,1032
37711,146,1036
37753,145,1017
37724,145,1005
37749,144,1019
37759,143,1025
37754,139,1016
37715,139,1014
37710,139,1006
37741,139,1025
37747,137,1034
37755,137,1058
37763,135,1020
37748,134,1008
37745,134,1029
37766,133,1031
37733,133,1014
37737,130,1021
37736,130,1014
37767,129,1019
37762,129,1006
37764,129,1027
37740,129,1003
37720,128,1026
37761,128,1022
37758,128,1009
37757,128,999
37765,127,1015
37732,126,1009
37756,125,1016
37746,124,1016
37752,122,1034
37743,121,1029
37744,120,1017
37734,119,1022
37783,118,997
37794,118,1016
37750,118,1007
37776,116,1007
37751,115,1020
37760,115,1032
37775,114,1005
37786,110,1003
37795,109,1020
37768,109,990
37774,109,989
37803,109,1007
37778,109,1035
37789,109,1005
37773,106,1020
37784,105,984
37790,104,992
37788,103,1005
37798,101,997
37782,100,1003
37772,99,1004
37793,99,997
37799,98,1027
37779,97,1004
37801,97,1029
37781,97,1017
37771,95,1022
37800,95,1025
37792,94,1025
37797,93,1006
37791,93,1014
37802,92,988
37770,91,1032
37769,90,1000
37780,90,995
37787,89,998
37785,88,1012
37796,87,986
37819,84,1003
37810,81,1006
37811,80,1004
37814,79,1019
37831,79,1015
37835,76,1006
37812,75,996
37804,72,996
37826,70,1013
37837,70,1010
37834,70,991
37807,69,1005
37827,69,1006
37817,69,1003
37830,69,999
37808,68,997
37815,68,1002
37838,67,1000
37820,66,1002
37839,65,1014
37816,65,1018
37809,65,991
37821,65,1006
37829,64,998
37824,63,1007
37813,63,990
37825,60,996
37833,59,1003
37806,59,1001
37805,58,1006
37823,57,1001
37822,56,997
37828,55,983
37818,55,1002
37836,54,996
37832,54,1005
37847,50,1003
37867,49,1001
37848,48,989
37855,46,995
37850,45,1019
37840,44,1014
37863,44,1002
37866,44,988
37870,43,1014
37875,43,1016
37856,43,1006
37851,42,993
37846,42,987
37871,41,991
37853,41,1018
37844,41,1012
37864,41,1000
37843,41,1012
37865,40,983
37852,40,1011
37873,40,999
37862,40,992
37849,39,991
37860,39,1012
37857,39,1000
37842,39,1000
37874,38,1010
37845,38,1002
37861,37,1021
37868,34,1000
37872,34,990
37841,33,987
37859,31,1017
37869,31,991
37854,30,1004
37858,29,1000
37886,19,991
37903,16,995
37902,15,997
37887,14,1010
37884,13,1001
37885,13,1107
37882,12,1000
37883,12,1002
37876,12,988
37907,11,1003
37898,9,996
37891,9,995
37899,9,998
37906,9,1000
37897,8,997
37880,8,1001
37881,8,1006
37889,8,1001
37892,6,995
37893,6,1001
37909,6,994
37910,5,999
37879,5,997
37896,4,1001
37901,4,1002
37911,4,998
37900,2,997
37877,2,996
37905,2,996
37895,1,998
37888,1,999
37878,1,992
37941,0,104
37943,0,450
37920,0,589
37921,0,469
37890,0,999
37938,0,556
37940,0,1
37919,0,477
37945,0,338
37936,0,143
37934,0,365
37937,0,225
37942,0,410
37914,0,111
37930,0,1
37918,0,532
37923,0,539
37926,0,21
37894,0,984
37935,0,426
37924,0,108
37939,0,543
37927,0,490
37915,0,266
37908,0,1001
37925,0,358
37932,0,236
37912,0,540
37947,0,219
37946,0,287
37922,0,723
37917,0,359
37933,0,315
37913,0,147
37916,0,390
37944,0,52
37931,0,103
37928,0,290
37904,0,966
37929,0,338
