room,level,num_players
37653,217,1060
37663,216,1043
37670,215,1038
37692,212,1032
37684,211,1033
37686,211,1027
37678,211,1029
37675,208,1065
37696,207,1031
37679,206,1026
37697,203,1005
37660,202,1028
37682,200,1041
37691,199,1078
37700,199,1036
37712,196,1052
37664,195,1028
37666,194,1055
37728,194,1018
37726,193,1036
37717,192,1029
37705,192,1031
37674,190,1040
37699,189,1020
37703,189,1019
37721,188,1025
37669,188,1033
37723,187,1035
37731,186,1043
37701,185,1009
37676,184,1024
37662,183,1031
37719,182,1017
37708,181,1024
37704,180,1037
37714,180,1014
37677,175,1050
37738,173,1025
37725,172,1031
37698,171,1024
37730,171,1012
37722,169,1023
37680,169,1048
37702,169,1055
37729,169,1037
37727,165,1028
37713,165,1020
37718,165,1008
37689,164,1028
37742,163,1028
37739,163,1013
37753,162,1024
37735,162,1020
37709,161,1018
37759,158,1026
37711,157,1037
37749,156,1020
37716,155,1036
37741,155,1026
37724,153,1008
37754,151,1022
37745,151,1033
37748,151,1013
37715,151,1010
37755,149,1067
37710,149,1005
37747,149,1034
37766,148,1037
37733,147,1013
37763,146,1023
37767,145,1027
37737,144,1021
37746,143,1022
37761,143,1022
37764,143,1030
37740,142,1002
37762,142,1012
37757,140,1004
37765,140,1009
37756,139,1017
37736,139,1015
37758,139,1014
37732,137,1012
37720,137,1016
37794,135,1018
37744,135,1021
37776,134,1012
37743,133,1026
37768,132,998
37783,132,1000
37734,132,1026
37775,130,1000
37752,130,1045
37786,129,1007
37751,128,1028
37750,127,1009
37760,126,1032
37778,126,1035
37789,125,1008
37774,124,991
37803,124,1014
37795,121,1028
37773,120,1019
37790,120,998
37784,119,982
37782,119,1001
37788,119,1003
37798,117,996
37801,112,1030
37772,112,1007
37793,112,998
37779,110,1006
37799,110,1028
37800,109,1027
37771,109,1033
37797,109,1004
37781,108,1015
37819,107,1005
37792,106,1025
37769,105,1003
37780,105,995
37770,105,1031
37791,105,1016
37802,104,990
37787,103,999
37810,101,1003
37831,99,1016
37785,99,1014
37796,99,988
37811,96,1007
37814,96,1020
37835,94,1012
37812,93,998
37807,93,1010
37837,91,1013
37804,90,1001
37817,90,1008
37826,89,1019
37834,89,993
37827,87,1008
37809,86,992
37838,86,997
37824,85,1008
37830,85,998
37820,84,1000
37816,83,1021
37808,83,994
37815,82,1012
37839,82,1013
37821,80,1018
37829,80,1006
37813,80,989
37822,79,996
37833,78,1005
37806,78,1001
37818,76,1005
37825,76,1002
37805,75,1014
37847,74,996
37823,74,1002
37867,73,1001
37843,72,1018
37832,72,1006
37864,72,1003
37836,71,998
37828,71,987
37848,70,985
37875,69,1031
37856,69,1013
37844,68,1017
37866,67,988
37855,67,998
37852,66,1016
37846,66,989
37865,65,979
37870,64,1016
37850,64,1020
37840,64,1015
37863,64,1007
37851,64,994
37857,64,1000
37853,63,1020
37874,62,1011
37862,62,994
37871,61,991
37849,61,999
37868,61,1001
37860,60,1009
37873,60,997
37842,59,1006
37872,59,993
37861,59,1029
37845,58,1004
37841,57,992
37854,55,1004
37869,55,993
37885,54,1203
37858,53,1002
37859,53,1018
37886,45,993
37903,42,998
37883,40,998
37887,40,1006
37876,39,986
37902,39,998
37882,39,1001
37884,38,995
37907,37,1002
37906,35,994
37899,35,997
37897,35,1005
37898,35,1002
37891,35,1001
37892,32,1000
37880,31,1002
37881,31,1008
37896,30,1001
37889,30,1004
37893,29,1004
37879,29,1000
37909,29,987
37911,28,997
37910,28,998
37900,27,1001
37905,26,1000
37901,25,1015
37888,24,1002
37877,24,1002
37878,23,988
37895,22,1002
37894,19,995
37908,19,1003
37890,18,997
37904,17,1000
37922,8,1001
37920,4,991
37923,3,999
37938,3,1005
37939,2,992
37912,2,996
37918,2,996
37927,2,995
37943,1,1003
37921,1,1000
37916,1,994
37919,1,996
37941,0,716
37940,0,635
37949,0,1
37948,0,197
37957,0,99
37979,0,119
37967,0,1
37977,0,1
37962,0,0
37924,0,704
37973,0,1
37966,0,1
37961,0,20
37964,0,1
37963,0,157
37932,0,889
37970,0,21
37958,0,319
37959,0,215
37971,0,57
37945,0,965
37933,0,962
37968,0,0
37969,0,0
37976,0,1
37974,0,214
37931,0,769
37915,0,906
37913,0,799
37934,0,1001
37956,0,291
37952,0,59
37917,0,999
37953,0,54
37942,0,1001
37978,0,74
37975,0,182
37914,0,751
37951,0,0
37925,0,1002
37926,0,630
37955,0,156
37950,0,0
37929,0,964
37954,0,161
37930,0,657
37928,0,931
37936,0,805
37937,0,918
37960,0,1
37965,0,0
37944,0,666
37946,0,945
37972,0,1
37947,0,829
37935,0,996
