room,level,num_players
37559,1043,1500
37558,1020,1500
37651,837,1500
37584,722,1500
37561,693,1500
37569,635,1500
37645,619,1500
37554,611,1500
37560,590,1500
37556,589,1500
37578,549,1500
37552,540,1500
37567,531,1500
37555,530,1500
37671,517,1500
37562,503,1500
37557,494,1425
37574,485,1500
37572,483,1447
37581,481,1500
37586,478,1394
37580,470,1367
37568,465,1346
37583,462,1317
37573,459,1280
37601,458,1167
37600,450,1217
37553,446,1473
37587,443,1294
37575,441,1408
37565,434,1290
37579,433,1189
37582,432,1242
37621,425,1132
37563,414,1395
37576,412,1309
37603,404,1166
37585,402,1213
37602,398,1140
37593,385,1167
37566,378,1216
37564,372,1074
37613,369,1125
37608,361,1131
37607,361,1092
37611,359,1080
37589,358,1214
37597,348,1159
37606,343,1133
37571,343,1071
37599,342,1118
37588,339,1137
37646,339,1113
37623,338,1101
37609,335,1117
37570,331,1108
37592,328,1055
37590,324,1085
37596,324,1113
37639,323,1078
37595,319,1059
37594,315,1086
37631,313,1083
37610,311,1096
37617,310,1099
37605,310,1118
37622,310,1128
37604,309,1084
37618,309,1063
37616,307,1067
37615,305,1144
37577,299,1118
37620,298,1140
37614,298,1133
37598,297,1140
37619,293,1106
37625,286,1138
37657,285,1041
37681,280,1061
37612,280,1082
37637,279,1048
37658,279,1057
37638,275,1091
37624,272,1066
37636,269,1049
37654,269,1069
37648,269,1045
37647,269,1068
37649,263,1078
37655,263,1050
37652,262,1047
37777,261,1500
37634,259,1053
37627,254,1144
37633,253,1056
37591,251,1039
37667,249,1036
37687,249,1079
37632,247,1062
37630,247,1057
37644,246,1046
37626,243,1054
37693,243,1057
37650,243,1023
37656,241,1057
37690,240,1054
37643,240,1054
37706,239,1055
37629,239,1058
37641,239,1066
37642,236,1046
37665,235,1058
37695,231,1090
37673,229,1034
37683,229,1052
37661,229,1036
37659,226,1048
37635,226,1045
37685,224,1044
37694,224,1017
37707,222,1161
37688,221,1047
37672,219,1015
37628,219,1181
37668,218,1048
37640,218,1033
