room,level,num_players
37558,339,1500
37559,329,1500
37561,191,1500
37584,190,1500
37554,160,1500
37569,157,1318
37581,156,1165
37556,154,1234
37560,154,1142
37552,151,1208
37557,149,1100
37575,147,1186
37565,147,1147
37578,147,1180
37573,146,1077
37562,145,1199
37586,143,1132
37572,143,1154
37583,142,1097
37555,142,1089
37568,142,1111
37574,141,1125
37587,140,1124
37567,140,1218
37553,140,1169
37580,137,1136
37563,136,1215
37576,131,1158
37579,130,1074
37582,129,1098
37600,125,1082
37585,122,1066
37601,119,1036
37602,116,1058
37621,109,1028
37603,108,1052
37613,107,1024
37607,105,1038
37593,103,1051
37609,102,1041
37611,102,1015
37606,102,1054
37588,100,1020
37597,99,1043
37590,99,1018
37598,98,1055
37564,97,1013
37596,96,1025
37608,96,1036
37589,95,1077
37594,94,1014
37566,94,1062
37605,93,1006
37592,92,994
37623,92,1027
37570,91,1023
37595,91,1011
37599,91,1010
37618,91,1010
37591,91,1006
37651,90,1500
37610,90,1028
37617,90,1042
37571,90,1017
37620,90,1037
37614,89,1054
37619,88,1025
37622,88,1027
37604,87,1012
37615,87,1072
37645,85,1500
37612,85,1010
37616,84,1007
37577,82,1028
37631,68,1009
37639,68,1021
37646,65,1005
37633,62,1006
37632,62,998
37655,61,994
37649,60,1008
37637,59,1000
37650,58,997
37658,58,993
37634,57,1007
37638,57,1000
37654,57,1004
37625,57,1026
37629,56,1008
37647,56,1014
37630,55,1019
37657,54,987
37640,54,989
37624,54,985
37627,54,1010
37641,54,1013
37652,53,1000
37659,53,1012
37626,53,1000
37644,53,986
37636,53,1000
37628,52,1136
37653,52,1013
37648,51,989
37643,50,998
37656,49,996
37635,48,988
37642,45,1014
37687,33,1022
37667,25,973
37691,21,1002
37666,20,1001
37668,20,999
37686,20,985
37681,19,991
37673,19,987
37665,19,1003
37670,18,1006
37683,16,998
37682,16,1001
37676,15,989
37661,15,992
37690,15,1003
37695,14,1007
37664,14,987
37660,13,998
37677,13,1003
37671,13,1084
37675,12,1007
37669,12,993
37694,11,987
37693,11,999
37672,10,983
37680,10,1001
37685,10,988
37684,9,996
37663,9,1003
37662,9,992
37688,9,998
37692,9,998
37674,9,1000
37678,8,989
37689,7,1000
37679,7,994
37723,0,983
37718,0,513
37717,0,596
37724,0,374
37719,0,608
37698,0,436
37732,0,0
37729,0,542
37704,0,691
37731,0,534
37707,0,551
37725,0,340
37722,0,674
37697,0,499
37727,0,694
37696,0,587
37700,0,568
37708,0,407
37711,0,599
37728,0,402
37701,0,593
37715,0,346
37730,0,495
37699,0,424
37702,0,692
37706,0,656
37710,0,360
37712,0,546
37713,0,557
37720,0,365
37709,0,619
37705,0,516
37716,0,527
37726,0,553
37714,0,362
37703,0,816
37721,0,430
