room,level,num_players
37775,99,1006
37776,99,1004
37795,98,1019
37803,94,998
37789,94,1004
37774,94,990
37778,93,1032
37786,90,999
37784,90,985
37768,90,989
37773,90,1007
37790,89,991
37799,86,1023
37788,86,1003
37798,86,995
37772,84,1000
37779,83,1009
37793,83,992
37781,83,1011
37782,82,999
37801,82,1026
37802,81,988
37791,80,1020
37800,80,1022
37797,79,1005
37792,79,1025
37780,78,991
37771,78,1017
37770,77,1027
37769,76,1002
37787,75,996
37785,74,1011
37796,73,989
37819,63,999
37811,62,1001
37810,62,1002
37814,59,1018
37835,58,1004
37812,58,993
37831,58,1009
37830,54,999
37804,54,994
37826,52,1014
37834,52,988
37815,51,998
37838,50,1006
37837,50,1008
37827,50,1001
37809,49,998
37817,49,1000
37820,49,1001
37808,49,993
37807,48,1007
37839,48,1006
37813,48,991
37825,46,999
37821,45,1008
37816,45,1012
37829,45,995
37824,43,1004
37806,40,1005
37833,39,1004
37823,38,1004
37828,38,985
37805,37,1006
37818,37,1002
37836,36,993
37822,36,999
37832,34,1001
37847,27,1001
37867,27,1008
37848,25,990
37850,25,1015
37855,21,997
37866,20,991
37863,20,997
37851,20,990
37870,20,997
37840,19,1002
37846,19,991
37871,19,988
37862,18,992
37873,18,999
37844,17,1007
37861,16,1015
37845,16,994
37853,16,1012
37849,16,997
37875,16,1011
37857,15,995
37856,15,1000
37874,15,1006
37865,14,986
37843,14,1000
37860,12,1010
37842,11,1002
37864,11,998
37852,11,1009
37841,9,990
37858,9,997
37859,9,1005
37869,9,988
37868,9,999
37872,9,997
37854,9,993
37878,0,551
37888,0,523
37920,0,1
37917,0,1
37898,0,774
37879,0,670
37902,0,943
37911,0,628
37894,0,375
37921,0,1
37896,0,614
37913,0,1
37922,0,98
37916,0,0
37919,0,0
37918,0,1
37924,0,0
37900,0,470
37901,0,652
37914,0,1
37923,0,1
37908,0,501
37885,0,754
37882,0,923
37892,0,692
37895,0,507
37897,0,734
37926,0,1
37903,0,965
37881,0,745
37904,0,367
37880,0,757
37876,0,905
37899,0,814
37886,0,994
37887,0,941
37909,0,726
37877,0,502
37912,0,0
37910,0,694
37905,0,506
37907,0,860
37884,0,978
37906,0,808
37893,0,671
37891,0,852
37890,0,439
37889,0,765
37925,0,1
37883,0,944
37915,0,0
