room,level,num_players
37558,127,1500
37559,115,1500
37584,75,1199
37554,73,1121
37561,71,1434
37552,70,1131
37569,70,1172
37567,69,1130
37560,69,1065
37574,69,1062
37565,69,1074
37556,69,1116
37553,69,1095
37578,68,1118
37557,68,1075
37575,68,1095
37573,68,1030
37583,68,1053
37581,68,1102
37568,68,1061
37572,67,1093
37562,66,1133
37586,65,1080
37555,65,1054
37587,65,1063
37580,64,1084
37563,61,1180
37576,60,1110
37579,59,1053
37582,59,1053
37585,59,1042
37600,44,1040
37602,43,1030
37607,37,993
37613,37,1006
37606,35,1023
37601,35,1013
37595,33,1001
37603,33,1010
37594,32,1004
37593,32,1020
37596,31,1003
37614,30,1018
37588,29,987
37592,29,990
37598,29,1032
37597,29,1022
37609,29,1002
37621,29,993
37610,28,998
37589,28,1041
37622,27,997
37605,27,978
37611,27,987
37591,27,988
37599,26,995
37623,25,996
37618,25,976
37615,25,1029
37619,25,1000
37564,24,997
37612,24,992
37617,24,1010
37620,24,992
37608,24,1008
37590,24,1002
37571,23,996
37577,23,1005
37566,22,1017
37570,21,997
37616,21,989
37604,20,997
37631,5,995
37632,1,1002
37629,1,993
37630,1,992
37650,1,1000
37647,0,1000
37657,0,999
37655,0,998
37626,0,922
37633,0,996
37642,0,881
37659,0,957
37637,0,992
37666,0,171
37656,0,876
37667,0,326
37669,0,70
37675,0,59
37689,0,1
37663,0,1
37661,0,46
37686,0,105
37662,0,1
37682,0,31
37639,0,996
37660,0,1
37690,0,35
37679,0,1
37685,0,0
37691,0,117
37687,0,450
37677,0,12
37692,0,1
37688,0,1
37671,0,1
37684,0,1
37678,0,1
37683,0,38
37681,0,51
37694,0,1
37670,0,47
37635,0,972
37634,0,998
37646,0,997
37628,0,1007
37652,0,882
37658,0,966
37624,0,985
37648,0,867
37649,0,932
37674,0,1
37673,0,88
37638,0,903
37664,0,45
37693,0,14
37676,0,1
37627,0,950
37672,0,1
37665,0,104
37654,0,1001
37668,0,169
37653,0,895
37680,0,1
37641,0,1001
37645,0,1000
37625,0,998
37640,0,952
37643,0,863
37636,0,893
37644,0,978
