room,level,num_players
37558,776,1500
37559,769,1500
37651,580,1500
37584,539,1500
37561,515,1500
37554,464,1500
37569,462,1500
37645,441,1500
37556,428,1500
37560,423,1500
37552,395,1500
37567,380,1486
37578,380,1492
37555,374,1247
37562,371,1425
37581,367,1441
37557,362,1219
37586,357,1269
37572,354,1304
37583,349,1211
37568,349,1262
37573,346,1202
37580,343,1257
37574,341,1323
37600,340,1157
37565,329,1215
37587,329,1220
37575,329,1321
37671,329,1500
37601,329,1111
37553,323,1328
37579,321,1145
37563,320,1333
37582,318,1180
37621,314,1095
37576,313,1252
37603,309,1121
37585,302,1168
37602,295,1105
37593,284,1115
37566,282,1141
37564,282,1047
37611,275,1053
37608,269,1089
37613,269,1085
37607,265,1063
37609,262,1083
37597,261,1113
37606,260,1112
37589,259,1149
37599,256,1069
37588,254,1086
37623,252,1073
37571,250,1056
37592,247,1026
37646,242,1065
37610,240,1073
37570,240,1072
37596,239,1073
37639,238,1049
37595,237,1034
37590,237,1044
37616,235,1043
37631,235,1059
37605,233,1070
37618,232,1036
37594,232,1045
37622,229,1081
37617,228,1082
37598,228,1103
37604,227,1045
37615,221,1118
37614,221,1103
37620,219,1101
37577,219,1085
37619,217,1068
37657,211,1023
37625,210,1098
37624,206,1036
37612,205,1044
37649,203,1059
37655,203,1035
37637,201,1029
37648,201,1025
37591,201,1020
37658,199,1032
37647,198,1047
37681,196,1019
37636,195,1029
37638,193,1044
37632,192,1037
37652,191,1026
37630,189,1040
37644,189,1031
37634,189,1031
37627,189,1110
37654,187,1044
37650,184,1006
37633,183,1032
37629,179,1031
37687,179,1060
37626,179,1032
37641,178,1038
37667,177,1008
37656,175,1040
37642,173,1034
37653,169,1039
37659,169,1032
37643,169,1026
37640,168,1019
37690,167,1030
37635,166,1020
37693,162,1029
37665,162,1036
37685,160,1029
37628,160,1157
37661,160,1010
37683,159,1029
37673,159,1024
37672,158,1011
37670,158,1019
37688,153,1029
37663,153,1023
37694,151,992
37695,151,1050
37691,149,1050
37668,149,1036
37678,149,1016
37692,149,1008
37686,149,1011
37684,149,1014
37706,145,1015
37660,141,1016
37707,141,1124
37679,140,1017
37700,140,1020
37675,139,1047
37682,139,1031
37676,138,1020
37666,138,1028
37664,136,1010
37696,134,1010
37723,134,1025
37674,134,1027
37680,134,1031
37669,133,1012
37677,133,1027
37705,130,1015
37662,129,1010
37712,128,1023
37697,127,995
37728,127,1006
37704,126,1023
37702,126,1038
37699,125,1008
37701,125,999
37719,125,1006
37731,125,1021
37689,124,1009
37717,123,1017
37703,123,1003
37722,120,1002
37721,120,1023
37726,120,1032
37709,119,1003
37714,119,994
37708,116,1010
37718,115,1000
37716,114,1013
37727,112,1014
37725,112,1018
37713,112,1015
37729,111,1021
37711,110,1020
37698,110,1004
37724,110,1000
37730,109,1001
37715,103,1000
37710,102,1004
37720,99,1022
37739,99,1000
37753,95,998
37759,94,1018
37742,93,1012
37749,93,1011
37738,92,1003
37763,92,1005
37754,92,1007
37747,91,1019
37748,91,1005
37765,90,1018
37736,90,1009
37755,90,1031
37732,89,992
37735,89,1001
37758,87,1006
37766,87,1028
37737,87,1013
37745,87,1015
37741,86,1007
37740,85,1004
37762,84,1003
37733,84,1013
37764,83,1005
37752,83,1018
37767,82,1010
37757,81,1001
37756,80,999
37743,80,1011
37761,79,1009
37734,78,1008
37746,76,998
37750,75,1006
37760,75,1030
37751,73,1002
37744,73,1011
37777,63,1371
37795,63,1005
37775,60,996
37783,59,995
37794,58,1005
37776,56,1004
37774,56,994
37778,54,1016
37790,52,992
37768,51,988
37803,51,993
37789,50,999
37799,49,1012
37773,49,1005
37798,47,990
37784,47,991
37781,46,1000
37801,46,1012
37772,46,992
37779,44,994
37791,44,1005
37802,43,981
37793,42,992
37788,40,996
37771,39,1007
37800,39,1005
37797,38,997
37770,38,1011
37785,36,1000
37786,36,993
37769,36,989
37780,35,996
37792,34,1007
37787,33,992
37782,33,995
37796,31,987
37811,13,990
37819,10,999
37831,10,999
37812,9,987
37814,9,1004
37830,9,994
37810,7,1000
37835,7,991
37815,6,989
37826,6,999
37804,6,996
37827,5,994
37834,4,994
37825,4,994
37817,3,994
37808,3,999
37837,3,995
37820,3,1003
37813,2,991
37838,2,997
37809,2,995
37839,1,1001
37864,0,1
37868,0,1
37872,0,0
37863,0,194
37850,0,428
37840,0,258
37848,0,331
37860,0,24
37849,0,140
37851,0,260
37854,0,1
37862,0,237
37869,0,1
37867,0,453
37874,0,124
37865,0,58
37844,0,183
37841,0,0
37873,0,156
37858,0,1
37861,0,204
37842,0,12
37807,0,999
37823,0,914
37875,0,113
37822,0,875
37853,0,169
37855,0,339
37806,0,1001
37866,0,330
37852,0,0
37856,0,148
37870,0,198
37816,0,965
37829,0,998
37832,0,799
37821,0,998
37857,0,44
37828,0,911
37847,0,395
37859,0,1
37805,0,932
37818,0,848
37824,0,1001
37836,0,954
37833,0,940
37871,0,312
37843,0,34
37845,0,171
37846,0,327
