room,level,num_players
37559,570,1500
37558,570,1500
37584,377,1500
37561,368,1500
37651,352,1500
37554,319,1500
37569,312,1500
37556,286,1500
37560,273,1427
37645,270,1500
37552,266,1371
37578,262,1246
37557,259,1161
37581,259,1324
37555,258,1149
37562,258,1296
37567,257,1320
37586,251,1203
37573,249,1146
37568,245,1195
37583,244,1152
37572,239,1221
37580,239,1182
37565,239,1190
37575,237,1273
37574,235,1221
37600,235,1114
37587,234,1170
37563,229,1298
37553,228,1255
37576,226,1211
37582,225,1147
37579,221,1111
37601,217,1068
37621,215,1056
37603,214,1088
37585,209,1126
37602,205,1082
37593,196,1079
37613,193,1060
37611,192,1028
37564,190,1027
37566,184,1095
37606,182,1081
37609,182,1071
37597,182,1084
37608,181,1058
37607,179,1059
37588,178,1056
37623,176,1055
37571,175,1050
37589,173,1115
37599,170,1033
37590,169,1031
37592,169,1008
37570,168,1047
37610,168,1058
37596,165,1059
37618,165,1028
37595,164,1027
37598,163,1072
37616,160,1016
37605,160,1042
37594,160,1028
37622,159,1055
37617,158,1069
37614,157,1092
37620,154,1071
37591,154,1013
37577,154,1062
37639,153,1033
37671,153,1500
37604,153,1032
37631,153,1036
37615,151,1098
37619,150,1055
37612,150,1028
37646,150,1038
37649,145,1039
37657,139,1005
37655,136,1016
37624,135,1012
37625,133,1066
37632,133,1026
37636,132,1019
37637,130,1016
37658,130,1016
37638,129,1026
37633,129,1026
37647,129,1022
37634,128,1020
37648,127,1001
37644,126,1002
37630,126,1026
37627,125,1063
37650,125,1000
37652,125,1011
37654,122,1021
37629,122,1023
37626,122,1015
37653,121,1027
37641,121,1023
37656,120,1028
37640,119,1012
37659,118,1022
37681,118,995
37643,116,1006
37687,115,1045
37642,113,1036
37628,111,1154
37635,109,1002
37667,108,993
37665,104,1013
37690,101,1021
37683,99,1014
37691,99,1027
37693,98,1017
37685,97,1007
37673,97,1003
37661,95,1002
37668,94,1010
37688,93,1010
37670,93,1016
37695,92,1039
37672,92,995
37663,92,1016
37682,91,1011
37676,91,1002
37686,91,995
37692,90,989
37666,89,1022
37680,88,1014
37660,87,1002
37674,87,1010
37694,87,990
37684,87,994
37679,87,994
37664,85,1003
37677,85,1013
37678,85,1001
37675,85,1025
37669,83,1005
37662,82,1003
37689,75,1003
37723,75,1013
37702,65,1024
37703,63,986
37706,63,1004
37717,62,994
37722,61,998
37719,60,993
37712,60,1009
37704,60,1009
37707,59,1085
37701,59,1003
37709,59,1005
37700,59,1004
37705,59,1011
37727,59,991
37696,58,999
37697,57,992
37731,56,1013
37726,56,1014
37713,55,1013
37711,54,1008
37718,53,999
37716,53,1006
37728,53,996
37730,53,998
37729,52,1008
37699,51,995
37714,51,986
37721,51,1005
37725,50,1013
37698,49,997
37724,48,996
37708,48,999
37720,46,1007
37715,45,992
37710,42,996
37759,29,1004
37739,23,991
37763,18,1003
37758,18,997
37742,18,1009
37738,18,1001
37740,17,995
37747,16,1005
37732,16,982
37745,15,999
37753,14,999
37765,14,999
37748,12,1002
37755,12,1001
37737,12,1010
37736,11,1006
37754,11,1000
37743,11,1001
37766,11,1004
37762,11,993
37749,9,992
37734,9,998
37767,9,993
37752,9,999
37741,9,1001
37757,8,999
37735,8,997
37733,8,1002
37764,6,997
37756,6,995
37750,5,1001
37744,5,992
37761,3,1001
37751,3,994
37746,2,995
37760,2,995
37789,0,444
37791,0,418
37784,0,441
37797,0,183
37803,0,367
37776,0,559
37798,0,420
37775,0,700
37781,0,429
37787,0,190
37779,0,412
37799,0,543
37782,0,153
37790,0,394
37768,0,487
37778,0,630
37793,0,303
37802,0,426
37800,0,237
37801,0,484
37785,0,367
37777,0,379
37774,0,531
37780,0,254
37796,0,186
37773,0,455
37795,0,779
37770,0,328
37788,0,351
37792,0,246
37769,0,277
37771,0,323
37786,0,233
37783,0,594
37772,0,443
37794,0,567
