room,level,num_players
37558,839,1500
37559,839,1500
37651,651,1500
37584,589,1500
37561,561,1500
37554,509,1500
37569,509,1500
37645,499,1500
37556,480,1500
37560,472,1500
37552,440,1500
37578,430,1500
37567,427,1500
37555,415,1336
37562,409,1480
37557,401,1250
37581,401,1476
37586,392,1287
37572,391,1330
37671,386,1500
37568,384,1281
37583,380,1242
37574,379,1372
37573,379,1227
37580,376,1288
37600,371,1165
37601,367,1121
37575,361,1348
37553,359,1368
37565,359,1248
37579,355,1162
37587,353,1241
37563,349,1356
37582,349,1194
37621,347,1104
37576,341,1265
37603,337,1137
37585,332,1184
37602,323,1121
37593,314,1134
37566,311,1168
37564,309,1060
37613,300,1104
37611,299,1065
37608,299,1100
37607,295,1066
37597,288,1131
37589,287,1163
37609,286,1089
37606,285,1113
37599,280,1081
37623,279,1080
37588,278,1103
37571,277,1064
37646,270,1079
37592,269,1034
37570,269,1082
37639,266,1062
37610,264,1076
37596,261,1084
37590,261,1057
37595,260,1040
37631,259,1064
37605,258,1097
37594,257,1049
37616,256,1044
37618,255,1039
37617,252,1090
37622,251,1103
37615,249,1125
37604,249,1057
37598,249,1116
37614,240,1111
37577,240,1093
37620,239,1116
37619,239,1077
37657,236,1033
37625,231,1109
37648,227,1029
37637,226,1036
37612,226,1051
37624,225,1043
37655,222,1033
37658,221,1042
37681,221,1033
37649,220,1066
37647,219,1050
37636,215,1041
37591,214,1028
37638,212,1056
37652,212,1038
37654,211,1052
37634,210,1036
37627,209,1121
37644,209,1032
37632,209,1045
37630,208,1042
37633,203,1032
37650,202,1010
37667,200,1015
37626,198,1035
37687,198,1067
37641,196,1045
37629,195,1036
37656,193,1049
37643,192,1026
37642,189,1037
37693,189,1039
37690,188,1033
37665,184,1043
37659,184,1035
37635,183,1023
37661,183,1025
37653,182,1043
37640,182,1022
37685,179,1032
37672,179,1012
37683,179,1030
37673,178,1031
37670,178,1029
37628,176,1170
37706,173,1027
37694,173,999
37663,173,1025
37695,172,1055
37686,170,1011
37688,170,1036
37668,169,1039
37692,169,1017
37684,169,1013
37678,165,1022
37707,165,1135
37691,160,1060
37700,159,1025
37660,159,1020
37679,159,1017
37696,157,1014
37675,156,1053
37682,156,1035
37666,154,1033
37676,153,1019
37664,153,1016
37674,151,1031
37669,150,1020
37712,149,1030
37697,149,998
37705,149,1018
37699,148,1012
37723,148,1027
37728,146,1007
37677,146,1031
37680,145,1039
37719,144,1010
37701,144,1000
37731,144,1032
37704,144,1029
37662,143,1015
37703,143,1008
37717,142,1023
37714,140,999
37702,140,1041
37721,139,1025
37726,139,1027
37708,137,1015
37689,137,1016
37722,135,1004
37709,134,1009
37718,132,1004
37713,130,1020
37716,129,1017
37725,129,1025
37729,129,1031
37698,127,1009
37727,127,1017
37730,125,1010
37711,125,1026
37724,124,1007
37753,119,1005
37710,117,1005
37739,117,1004
37749,116,1013
37777,115,1500
37715,115,1009
37742,115,1019
37738,114,1008
37759,113,1015
37720,112,1023
37735,112,1005
37754,111,1007
37763,111,1014
37755,110,1034
37748,109,1009
37747,109,1023
37736,109,1015
37745,108,1019
37765,108,1016
37741,108,1016
37733,106,1014
37732,106,998
37766,106,1030
37737,105,1018
37758,103,1012
37764,103,1014
37762,103,1005
37740,102,1004
37761,101,1011
37757,100,1000
37767,100,1017
37752,100,1023
37743,99,1018
37756,99,1007
37746,95,1003
37760,94,1026
37734,94,1013
37744,94,1019
37750,93,1006
37751,91,1010
37795,84,1006
37794,84,1012
37775,84,1001
37783,83,998
37776,82,1007
37774,79,991
37789,77,1000
37778,77,1021
37768,75,992
37790,75,990
37803,75,998
37773,74,1007
37784,71,993
37799,70,1019
37786,69,994
37772,69,996
37798,69,993
37781,69,1010
37801,68,1019
37779,67,998
37802,67,980
37793,66,995
37788,65,1002
37791,65,1011
37797,63,1003
37800,63,1011
37771,62,1011
37770,61,1018
37782,61,999
37792,61,1025
37780,60,994
37785,59,1005
37769,59,998
37796,58,990
37787,58,991
37819,41,1001
37811,41,998
37814,39,1008
37810,38,999
37831,37,1008
37812,37,994
37830,36,999
37835,34,1000
37826,32,1006
37804,32,995
37815,30,994
37827,30,999
37834,30,986
37838,29,1000
37820,28,1001
37837,28,999
37808,28,998
37809,28,990
37825,27,997
37817,27,999
37839,25,1001
37813,25,992
37821,21,1003
37829,21,995
37824,20,998
37807,20,1004
37806,19,1005
37816,19,1007
37833,17,1005
37828,17,986
37823,16,1001
37805,15,1007
37836,15,996
37818,14,997
37822,14,1000
37832,12,995
37850,5,1007
37867,5,1002
37848,3,994
37866,3,990
37847,3,1001
37863,1,996
37840,1,996
37870,1,995
37851,1,992
37846,1,992
37855,1,998
37871,1,994
37898,0,52
37844,0,1000
37900,0,1
37905,0,0
37876,0,153
37885,0,39
37895,0,1
37887,0,183
37897,0,45
37889,0,62
37894,0,1
37909,0,29
37908,0,1
37899,0,119
37884,0,232
37880,0,11
37904,0,1
37862,0,1001
37901,0,1
37902,0,225
37903,0,271
37853,0,999
37886,0,348
37860,0,900
37877,0,1
37888,0,1
37882,0,148
37893,0,1
37852,0,841
37868,0,663
37872,0,812
37864,0,779
37875,0,945
37845,0,1001
37865,0,907
37869,0,767
37841,0,788
37858,0,700
37854,0,710
37874,0,1000
37907,0,155
37881,0,37
37906,0,117
37879,0,1
37890,0,1
37883,0,248
37896,0,1
37873,0,998
37842,0,861
37843,0,886
37856,0,984
37857,0,940
37891,0,134
37861,0,1000
37892,0,1
37859,0,793
37849,0,1001
37878,0,1
