room,level,num_players,num_mobs_killed,num_towers_killed,num_minibosses_killed,num_bosses_killed,num_clicks,num_abilities_activated,num_players_reaching_milestone_level,num_ability_items_activated,num_active_players,time_simulating,time_saving
45777,15809699,1500,109839,36735,9528,1587,24165456,3272715,1500,3301727,793,8.0495179173494,132.68406807195
45776,11372729,1500,121267,40566,10704,1783,24465612,3230730,1500,2845047,739,4.2495658960328,85.87884598182
45931,9255139,1500,83067,27786,7194,1198,30563873,2866407,1500,2012261,965,5.8862806553962,115.23969321013
45811,8910678,1500,118749,39717,10320,1720,25290344,2440169,1500,1858949,650,6.0734831426588,141.2502581673
45810,7675949,1500,109139,36507,10098,1682,27419024,2440183,1412,1713069,573,2.3411149058211,108.63321224773
45779,7415490,1500,121505,40633,10836,1806,26607520,2052516,1499,1728057,494,3.1343258156873,127.02482758389
45947,7263699,1500,76827,25701,7002,1166,21066590,1983574,1500,1511545,598,29.721978582966,133.75948130279
45955,5952999,1500,90180,30159,7764,1293,21002031,862512,1140,1215133,607,7.484191485649,138.56793542562
45778,4663599,1500,147151,49209,13230,2204,20902913,2255484,1500,1377280,493,10.758319791,212.19994452053
46100,3248564,1500,22408,7494,1818,303,17830457,877819,1500,753934,1145,3.2133120818002,78.905839264392
45869,3135680,1250,52446,17529,4530,755,23029430,931175,1500,710858,347,7.8756412352001,106.29439584335
45780,2683629,1500,152307,50934,13320,2219,18848247,1702626,1500,976494,387,7.1341068396462,167.48158517867
46120,2514399,1500,30904,10335,2754,458,17050071,715176,1447,592281,877,5.0225598693958,97.461749864423
45814,1343920,1499,102552,34300,9186,1531,13019423,939448,1120,531485,282,6.6854782630841,217.24471312864
45813,903349,1500,69214,23139,5970,994,10855878,401949,1500,336914,254,4.9496142231614,202.99256448563
45812,838629,1500,45865,15339,3850,641,11901140,355027,1099,261763,238,3.4110874584014,105.14765435296
45765,770479,1464,120777,40395,10506,1750,11444314,545648,1207,386521,205,3.4349236482749,243.32378775042
46024,612620,1137,28192,9428,2190,365,7184744,179122,1082,155310,184,3.1500071035069,116.2381055622
45761,355125,1486,95703,32007,8094,1349,9802889,410616,1198,254134,163,3.7048681895502,128.71671184607
45755,351056,1490,83618,27968,6852,1142,10712366,322639,1500,266848,150,6.0622025692156,297.73426818024
45763,308360,1497,89167,29809,7524,1254,7886261,283949,997,213982,137,3.9917481533634,255.14864472723
45770,222880,1500,72904,24375,6018,1003,8396826,213151,1007,153215,170,5.2328920376519,190.82220077397
45762,212669,1496,75860,25374,6222,1036,7836934,271718,1093,169280,137,6.55004368486,189.68213990987
45764,187589,1499,59744,19983,4932,821,8146271,203551,999,170184,141,7.217226881964,225.88186082874
45756,177424,1500,85252,28503,7266,1211,7700561,271080,1420,242948,141,6.3395077418741,198.80238818948
45660,100396,1500,135038,45160,11046,1841,5513879,275068,1107,279929,97,6.4026676990934,238.25292704339
45652,98774,1500,144359,48299,11610,1935,5084740,246882,1025,274764,135,3.2903846125449,139.80937218786
45760,97349,1492,42581,14238,3378,562,6063822,152024,1119,123480,138,6.2388622197182,188.42693527327
45634,96349,1500,146979,49176,12046,2007,4907651,255485,1044,265166,131,7.7354616433313,278.57288077466
45647,90839,1499,168877,56478,13716,2285,5394139,332500,1067,336319,136,8.0542135667552,246.19651236098
45659,76351,1500,157858,52788,13140,2190,5131164,285371,1139,301368,116,3.7665618624433,245.23951162259
45655,75879,1500,177387,59322,14382,2396,5911737,344099,1081,345896,127,7.0785870525513,253.56917525722
45650,64572,1499,112471,37622,9240,1540,5312176,203098,1011,243009,115,2.231826769317,211.80580017075
45633,62959,1500,128839,43092,10386,1730,4954815,224468,1060,252099,121,3.9135871713722,214.92499620902
45632,62299,1500,183758,61458,14664,2443,3690544,347165,1456,402047,121,6.7253618799126,129.35560354061
45639,60129,1500,119820,40083,9654,1608,4458272,225020,1036,250751,91,29.793183490411,208.16516491069
45630,57439,1500,221598,74133,17430,2904,3870243,394580,1446,450421,115,3.4414800066083,276.7102560116
45661,56114,1500,89891,30060,7548,1258,5192220,167813,1006,185862,102,4.3155055902272,198.4346077266
45631,55069,1500,224562,75105,17550,2924,3597461,390678,1500,445940,124,7.3536599670165,222.88454586878
45640,53819,1500,125908,42105,10296,1715,5060244,228302,1016,230190,106,1.9088156707896,239.33704790447
45654,47289,1500,74926,25056,6046,1007,4306252,149273,1059,174903,113,3.1194990935731,173.62333642854
45657,44446,1500,121919,40773,9690,1615,4922780,205498,1029,224705,118,2.9100697706132,236.89671370579
45658,44159,1500,87389,29220,7218,1202,5320605,158740,1030,193545,83,2.5068027749795,230.9403072727
45643,42577,1500,108249,36199,8922,1487,4358387,164283,1016,195994,104,4.8629703973957,203.34075087148
45642,40170,1500,90346,30215,7068,1178,4330201,156900,992,165138,100,3.1607448851853,171.96559740578
45685,39178,1326,29031,9705,2358,393,4754242,51905,988,82512,110,16.791157094373,110.80423946234
45644,39172,1500,81295,27184,6738,1123,4340277,137139,1017,180170,115,2.9907613421734,245.38943689707
45662,38974,1500,107883,36078,8592,1432,4737347,167021,1021,220027,94,7.3829787869996,202.88426166564
45665,38289,1499,111053,37146,9000,1499,5406991,171123,1021,207648,94,3.6389065619627,202.35809498661
45758,37679,1373,16248,5433,1390,231,5013621,55567,1024,62366,87,3.3862348081639,118.6353566644
45638,36855,1500,99260,33191,8106,1351,4071964,190741,1016,192241,95,1.8407756228492,200.75188348355
45664,35289,1491,50388,16851,4266,710,4437368,91865,1040,152906,109,6.4457882239009,152.2731717326
45646,33159,1500,77661,25977,6526,1087,4421506,127945,1023,180585,106,9.8095714921052,226.4458177135
45637,32138,1500,104870,35088,8412,1402,4962372,183924,1072,204619,84,4.8509191438733,198.00930932763
45663,30549,1500,73970,24732,6198,1032,3695918,145503,1036,165741,97,10.189740574613,175.23825949501
45635,29864,1500,83095,27793,6870,1145,4769194,130596,1041,185316,97,3.456322039748,184.30971139513
45641,28989,1477,57772,19320,5022,836,4266614,143146,1022,161408,109,16.83711415568,159.31769838899
45649,28593,1500,61034,20416,4950,825,4343722,116569,1051,150545,86,11.576973483487,178.9191905221
45645,27969,1500,58352,19512,4750,791,3643963,113501,1029,159626,81,5.1648437161023,143.12988734589
45695,26245,1268,10064,3367,846,141,4207637,22738,988,59287,82,7.430601510344,84.995875257765
45781,25132,1080,11982,4010,996,166,4900003,29132,975,41141,80,4.7979228170936,81.61497264028
45648,23881,1500,67088,22433,5628,938,3411987,115626,1042,162718,81,3.1335854305921,181.06513517271
45653,22991,1395,54551,18240,4458,743,4658848,84992,1020,125538,107,2.9084557397811,132.89762751114
45656,19278,1426,67893,22710,5322,887,3415395,117642,1025,145555,80,69.224518469823,154.09143303163
45675,19070,1298,23793,7955,1932,322,4853173,48686,988,83924,104,15.071924522175,89.822804452581
45636,18789,1309,45847,15333,3576,595,4184324,85396,1042,119421,98,2.5631276526302,126.60282937565
45757,17745,1189,12275,4107,966,161,3813861,27668,1041,50063,58,2.2752288047236,90.985917345123
