room,level,num_players,num_mobs_killed,num_towers_killed,num_minibosses_killed,num_bosses_killed,num_clicks,num_abilities_activated,num_players_reaching_milestone_level,num_ability_items_activated,num_active_players,time_simulating,time_saving
49659,100000000,1375,69740,23319,5232,871,35998196,2178231,1500,13529095,126,4.6213671054849,41.830865665858
49645,100000000,1371,265088,88668,21226,3537,42186394,3980077,1500,17480086,243,2.3174218641882,44.93681716119
49666,100000000,1344,179186,59925,14058,2343,42035412,3186882,1500,14159862,248,0.80027415478664,41.914973329608
49492,80197599,1500,148142,49554,12480,2079,66534363,4401595,1215,13638232,491,2.633614890409,61.505714849307
49514,56299139,1500,88660,29643,7960,1327,92796584,2483929,1500,9139739,431,2.0723167291323,44.944269587145
49470,53878427,1500,534492,178769,45288,7548,33702054,6206610,1201,10341742,427,1.9805672557604,52.747173709515
49705,49779799,1500,294512,98511,23328,3887,40414937,4115289,1500,9773418,694,1.8865863922069,50.109514844729
49531,44905689,1500,78857,26373,7116,1186,80729915,1962061,1114,7000574,372,3.8599933831335,44.860853507507
49481,43457595,1500,127829,42758,11052,1842,113145675,3551428,1500,8600070,589,2.6049243048537,52.450872399634
49556,34167499,1500,135603,45357,11832,1971,71067631,1978071,1141,5749927,350,3.0124195892153,50.654591093992
49373,24469496,1500,194808,65154,17574,2929,95796277,2847804,1169,5735763,400,1.9407024001033,53.76301196979
49372,21030446,1500,280175,93696,24966,4161,105450695,3482623,1500,5494634,375,3.3995861363171,77.086438982253
49678,20815024,1500,167141,55892,14820,2470,52260273,1525945,1052,3731798,320,3.6373585333563,54.53582993682
49500,19724035,1500,166046,55535,14472,2412,103950562,2054247,1500,4127049,371,1.9249083596137,47.412053173588
49573,10603299,1500,87628,29322,7566,1260,38340736,749758,1247,1902696,141,6.1024611382018,51.81583965811
50137,9154899,1500,213771,71502,17760,2959,16690409,4254494,1140,3951321,782,4.7157767404021,97.620840023076
49589,8584849,1500,160757,53754,13956,2325,37649340,946034,1146,2013930,146,4.2546225941912,56.531010801347
49777,7097542,1500,196960,65867,16848,2808,26677534,1259407,1072,1912673,241,1.7592615150996,45.573521288331
49617,5516229,1500,66618,22272,5516,920,22263711,519145,1071,1046150,79,2.2105902397226,47.773849364139
49992,4673682,1500,146437,48995,11844,1974,26227780,2423733,1280,1973749,817,4.3124612669512,64.606753536436
49394,2409629,1500,221437,74055,20182,3363,13563990,675609,1002,881197,49,3.4260627451234,580.56177530184
49343,1542179,1500,208958,69876,16512,2751,10242859,553528,995,723829,62,2.7846980472155,437.62658870795
49438,1167989,1500,54269,18141,4527,754,9224431,215609,1003,280063,50,2.7178526290039,287.31524143173
49327,1103592,1500,387430,129584,33984,5664,14337823,930007,1037,1120587,70,3.1914972733191,472.2764925216
49339,1075589,1500,291194,97389,26080,4346,12920536,690826,1013,783150,66,2.4473783268907,365.52211481467
49395,1016867,1500,302336,101111,26994,4499,11961253,729137,1000,785957,77,3.3749938915875,375.84537653534
49367,981706,1499,276548,92492,24912,4152,10539107,578062,1009,688787,63,2.3117137544083,395.7242493844
49391,978679,1499,354422,118530,30828,5137,11737671,771489,986,812908,66,4.7413666352983,379.50838873416
49329,974119,1500,208240,69663,18981,3163,10445590,530944,1014,527209,54,4.4388725029266,349.32437147452
49530,838584,1498,52057,17404,4476,746,10195671,191917,987,212042,85,2.6275134191658,213.61158755387
49455,762791,1497,93659,31315,8238,1373,8233384,294050,993,377189,46,1.6751223468267,311.17225184762
49473,693130,1500,83755,27995,6930,1155,10668190,325278,995,311625,41,3.6535847394378,303.26254361694
49380,643644,1500,276894,92607,25446,4241,9016228,579374,986,579475,42,2.8083596689708,885.91351465132
49382,634253,1499,305664,102246,26634,4439,10030866,654728,995,675139,56,2.3628739383617,226.00461981768
49425,553689,1500,77694,25986,6528,1087,8368580,238302,993,286962,32,1.0801078195397,264.60467403743
49390,549359,1500,141549,47343,11817,1969,7985458,342231,991,391175,45,0.83293699157677,277.03656008252
49453,539659,1500,172751,57771,14804,2467,8893103,406540,989,440994,40,17.035448240851,327.20211878496
49362,530669,1500,91602,30633,7415,1235,8562547,322332,991,338453,45,1.5305246697484,283.20888343726
49336,482229,1500,219946,73569,19356,3225,10831103,468617,1000,474001,50,3.7871171671439,508.32840874068
49457,448038,1499,157421,52646,13854,2309,10335849,357218,986,413578,35,1.8503169943764,373.36934909282
49385,435199,1085,12809,4281,1182,196,3519067,33764,986,126100,43,0.8430123690413,117.41519372286
49449,430949,1500,120793,40407,10208,1701,7237483,286439,990,394994,41,2.0309182258725,276.23528258287
49636,401596,1254,30747,10289,2490,415,8501778,169839,1025,138359,30,0.80904569153125,39.373877633199
49403,385629,1397,47631,15930,3844,640,7721888,133209,993,210257,40,2.8854861247783,229.36762060263
49426,339035,1230,25330,8474,2106,351,6273846,90752,990,134349,35,1.8840360168563,119.65208868864
49331,326539,1117,19851,6642,1620,270,5395261,62520,985,109072,23,0.50356936762404,95.751559893968
49433,324799,1144,16601,5544,1520,254,5934575,41432,979,108152,28,2.4040072058963,171.34906324312
49356,306099,1500,106166,35511,9253,1542,8191979,262009,1003,288313,30,3.3006007459681,263.48051752985
49338,295108,1400,76697,25647,6102,1017,6588474,263320,995,275413,38,2.5428074878569,396.26298007184
49440,274824,1498,103509,34610,8808,1468,7422586,270052,988,285414,30,2.0588386009352,217.12496749794
49469,270683,1498,77572,25944,6294,1049,7313322,250832,995,277646,27,2.0830001120248,362.57592901129
49358,264202,1475,80640,26969,6492,1082,6963436,251835,998,260412,44,3.163140618509,541.2323189168
49468,259688,1500,78745,26342,6126,1021,7623055,295814,987,307605,31,5.6996439880149,232.21038064184
49414,244829,1500,133496,44652,10764,1793,7125184,278897,988,325813,36,1.536142878448,314.73978126752
49445,244098,1302,70915,23720,5808,968,6687326,246526,986,219180,41,2.1864048048011,173.6507249865
49353,240380,1500,64786,21674,5400,900,5977536,228325,1018,296458,25,1.0669441423865,201.51126141968
49430,231849,1134,15083,5037,1422,236,4216954,44634,1002,104125,24,2.2779550432988,207.89595781435
49447,223794,1220,28534,9543,2532,422,5666513,96582,990,131593,31,2.2728886677172,145.48173074145
49436,215738,1376,72887,24381,6282,1047,7252245,208964,993,265248,30,0.83619733439672,175.05720524783
49442,211151,1439,71672,23970,6222,1037,7388006,200333,998,261514,40,1.0414198205003,186.14539514728
49441,203919,1117,13399,4476,1148,191,5076767,28190,978,82755,19,1.2658876647614,86.822776144073
49407,202846,1214,26326,8803,2406,401,4664243,80229,990,120075,35,60.265167499353,81.838317828603
49333,198890,1430,88805,29702,7074,1179,7651405,249358,995,246570,38,2.3340981171013,217.20554716366
49357,196929,1499,96670,32337,8187,1365,5704870,234811,996,323653,34,0.87730105334417,267.50063253129
49474,184089,1323,22467,7515,2124,354,5151879,92174,988,108810,17,0.90492163058261,111.54192916999
49511,182749,1123,17114,5721,1554,259,3475618,51317,974,110730,13,2.2841318239268,192.3763563606
49692,178512,979,5251,1737,336,56,2790763,23742,995,43410,21,2.2972709290683,50.327659264617
49467,174149,1191,18831,6297,1642,273,5197974,60623,982,96996,14,1.1127738426931,98.360739189889
49518,169079,1143,22991,7689,1698,283,3211889,120393,983,119854,18,0.50898972267217,177.88913534145
49461,162099,1158,11348,3786,893,148,3778823,40103,992,87747,21,2.0947610357605,102.96991137781
49444,158659,1264,49139,16437,4055,675,5861059,137323,991,156935,30,9.6634438305966,296.98375999344
49548,158548,1075,7195,2399,774,129,3394883,19407,983,58092,23,1.8602046913432,60.233675520775
49348,157389,1231,22105,7389,1943,324,4774826,71009,993,114489,21,6.3608670341319,131.33509728956
49513,151501,1136,11654,3887,1014,169,4475347,38844,978,76213,11,1.8330625153558,88.27223431785
49370,148794,1365,35714,11942,3072,512,5052844,118354,1000,141535,33,3.3956494710531,171.99757259079
49435,147850,1161,8585,2856,822,137,4864887,35118,981,77042,16,1.9949650451365,32.486826387539
49381,146538,1109,11816,3942,996,166,3876324,41118,990,88206,19,5.7640322441466,69.07381009689
49369,145643,1255,64841,21689,4908,818,5136729,479325,984,207740,24,4.0667339460983,177.73151712721
49458,141929,1498,64901,21702,5073,845,5683632,211958,1001,247764,24,4.0751463086955,186.01577331364
49799,139049,1003,3456,1146,324,54,2441781,9407,991,38732,16,1.9802530151783,81.103314340275
49402,138889,1254,39993,13368,3351,558,4618970,109375,994,179948,19,2.0996106285198,152.72379053878
49383,136925,1131,17005,5680,1404,234,5509535,61149,983,111829,18,2.1041697553754,89.702624940493
49416,132959,1183,17131,5730,1380,230,4613886,42422,997,84387,31,3.0817498212741,177.41488633641
49335,131859,1277,79564,26604,6365,1060,5028266,225093,993,238819,33,2.5215736029966,194.10717399316
